# net 26
1 43
1 44
1 45
1 46
1 47
1 48
1 49
1 50
1 51
2 51
3 51
4 51
5 51
6 51
7 51
8 51
9 51
10 51
11 51
12 51
13 51
14 51
15 51
16 51
17 51
18 51
19 51
20 51
21 51
22 51
23 51
24 51
25 51
26 51
27 51
28 51
29 51
30 51
31 51
32 51
33 51
34 51
35 51
36 51
37 51
37 50
37 49
37 48
37 47

# net 34
27 6
26 6
25 6
24 6
23 6
22 6
21 6
20 6
19 6
18 6
17 6
16 6
15 6
14 6
13 6
12 6
12 7
12 8
12 9
12 10
12 11
12 12
12 13
12 14
12 15
12 16
12 17
12 18
12 19
12 20
12 21
12 22
12 23
12 24
12 25
12 26
12 27
12 28
12 29
12 30
12 31

# net 12
53 37
53 38
53 39
53 40
53 41
53 42
53 43
53 44
53 45
53 46
53 47
53 48
53 49
53 50
53 51
53 52
53 53
53 54
53 55
53 56
53 57
53 58
52 58
51 58
50 58
49 58
48 58
47 58
46 58
45 58
44 58
43 58
42 58
41 58
40 58
39 58
38 58
37 58
36 58
35 58
34 58

# net 37
54 49
53 49
52 49
51 49
50 49
49 49
48 49
47 49
46 49
45 49
44 49
43 49
42 49
41 49
40 49
39 49
38 49
38 48
38 47
38 46
38 45
38 44
38 43
38 42
38 41
38 40
38 39
38 38
38 37
37 37
36 37
35 37
34 37
33 37
32 37
31 37
30 37
29 37
28 37
27 37

# net 24
35 15
34 15
33 15
32 15
31 15
30 15
29 15
28 15
27 15
26 15
25 15
24 15
23 15
22 15
21 15
20 15
19 15
18 15
17 15
16 15
15 15
15 16
15 17
15 18
15 19
15 20
15 21
15 22
15 23
15 24
15 25
15 26
15 27
15 28
15 29
15 30
15 31
15 32
15 33
15 34
15 35
15 36
15 37
15 38
15 39
15 40
15 41
15 42
16 42
17 42
18 42
19 42
20 42
21 42
22 42
23 42
24 42

# net 8
24 3
23 3
22 3
21 3
20 3
19 3
18 3
17 3
16 3
15 3
14 3
13 3
12 3
11 3
10 3
9 3
8 3
8 4
8 5
8 6
8 7
8 8
8 9
8 10
8 11
8 12
8 13
8 14
8 15
8 16
8 17
8 18
8 19
8 20
8 21
8 22
8 23
8 24

# net 23
58 3
57 3
56 3
55 3
54 3
53 3
52 3
51 3
50 3
49 3
48 3
47 3
46 3
45 3
44 3
43 3
42 3
41 3
40 3
39 3
38 3
37 3
36 3
35 3
34 3
33 3
32 3
31 3
30 3
29 3
28 3
28 4
28 5
28 6
28 7
27 7
26 7

# net 10
6 52
7 52
8 52
9 52
10 52
11 52
12 52
13 52
14 52
15 52
16 52
17 52
18 52
19 52
20 52
21 52
22 52
23 52
24 52
25 52
26 52
27 52
28 52
29 52
30 52
31 52
32 52
33 52
34 52
35 52
36 52
36 53
36 54
36 55
36 56
36 57
36 58

# net 7
12 43
13 43
14 43
15 43
16 43
17 43
18 43
19 43
20 43
21 43
22 43
23 43
24 43
25 43
26 43
26 42
26 41
26 40
26 39
26 38
26 37
26 36
26 35
26 34
26 33
26 32
26 31
26 30
26 29
26 28
26 27
26 26
26 25
26 24
27 24
28 24
29 24

# net 4
57 21
57 20
57 19
57 18
57 17
57 16
57 15
57 14
57 13
57 12
57 11
57 10
57 9
57 8
57 7
57 6
57 5
57 4
56 4
55 4
54 4
53 4
52 4
51 4
50 4
49 4
48 4
47 4
46 4
45 4
44 4
43 4
42 4
41 4
40 4
39 4
38 4
37 4
36 4
36 5
36 6

# net 29
22 2
21 2
20 2
19 2
18 2
17 2
16 2
15 2
14 2
13 2
12 2
11 2
10 2
9 2
8 2
7 2
6 2
5 2
4 2
3 2
2 2
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
1 10
1 11
1 12
1 13
1 14
1 15
1 16

# net 25
36 57
37 57
38 57
39 57
40 57
41 57
42 57
43 57
44 57
45 57
46 57
46 56
46 55
46 54
46 53
46 52
46 51
46 50
46 49
46 48
46 47
46 46
46 45
46 44
46 43
46 42
46 41
46 40
46 39
46 38
46 37
46 36
46 35
46 34
46 33
46 32

# net 47
27 8
26 8
25 8
25 7
25 6
25 5
25 4
25 3
25 2
25 1
24 1
23 1
22 1
21 1
20 1
19 1
18 1
17 1
16 1
15 1
14 1
13 1
12 1
11 1
10 1
9 1
8 1
7 1
6 1
5 1
4 1
3 1
2 1
1 1
0 1

# net 1
41 22
41 23
41 24
41 25
41 26
41 27
41 28
41 29
41 30
41 31
41 32
41 33
41 34
41 35
41 36
41 37
41 38
41 39
41 40
41 41
41 42
41 43
41 44
41 45
41 46
40 46
39 46
38 46
37 46
36 46
35 46
34 46
33 46

# net 6
17 31
17 30
17 29
17 28
17 27
17 26
17 25
17 24
17 23
17 22
17 21
18 21
19 21
20 21
21 21
22 21
23 21
24 21
25 21
26 21
27 21
28 21
29 21
30 21
31 21
32 21
33 21
34 21
35 21
36 21
37 21
37 20
37 19

# net 44
32 58
31 58
30 58
29 58
28 58
27 58
26 58
25 58
24 58
23 58
22 58
21 58
20 58
19 58
18 58
17 58
16 58
15 58
14 58
13 58
12 58
11 58
10 58
9 58
8 58
8 57
8 56
8 55
8 54
8 53
8 52
8 51

# net 41
41 17
42 17
43 17
44 17
45 17
46 17
47 17
48 17
49 17
50 17
50 18
50 19
50 20
50 21
50 22
50 23
50 24
50 25
50 26
50 27
50 28
50 29
50 30
50 31
50 32
50 33
50 34
50 35
50 36
50 37
50 38
50 39

# net 36
6 27
7 27
8 27
9 27
10 27
11 27
11 26
11 25
11 24
11 23
11 22
11 21
11 20
11 19
11 18
11 17
11 16
11 15
11 14
11 13
11 12
11 11
11 10
11 9
11 8
12 8
13 8
14 8
15 8
16 8
17 8

# net 46
40 52
41 52
42 52
43 52
44 52
45 52
46 52
47 52
48 52
49 52
50 52
51 52
52 52
53 52
54 52
55 52
56 52
56 51
56 50
56 49
56 48
56 47
56 46
56 45
56 44
56 43
56 42
56 41
56 40
57 40

# net 49
33 9
33 10
33 11
33 12
33 13
33 14
33 15
33 16
33 17
33 18
33 19
33 20
33 21
33 22
32 22
31 22
30 22
29 22
28 22
27 22
26 22
25 22
24 22
23 22
22 22
22 23
22 24
22 25
22 26

# net 40
42 15
43 15
44 15
45 15
46 15
47 15
48 15
49 15
50 15
51 15
52 15
53 15
54 15
55 15
56 15
57 15
58 15
58 16
58 17
58 18
58 19
58 20
58 21
59 21
59 22
59 23
59 24
59 25
59 26

# net 3
15 16
14 16
14 15
14 14
14 13
14 12
14 11
15 11
16 11
17 11
18 11
19 11
20 11
21 11
22 11
23 11
24 11
25 11
26 11
27 11
28 11
29 11
30 11
30 10
30 9
30 8
30 7
30 6
30 5
30 4
30 3
30 2
30 1
30 0
29 0
28 0
27 0
26 0
25 0
24 0
23 0
22 0
21 0
20 0
19 0
18 0
17 0
16 0
15 0
14 0
13 0
12 0
11 0
10 0
9 0
8 0
7 0
6 0
5 0
4 0

# net 19
1 42
2 42
3 42
4 42
5 42
6 42
7 42
8 42
9 42
10 42
11 42
12 42
13 42
13 41
13 40
13 39
13 38
13 37
13 36
13 35
14 35
15 35
16 35
17 35
18 35
19 35
20 35
21 35

# net 16
14 19
14 20
14 21
14 22
14 23
14 24
14 25
14 26
14 27
14 28
14 29
14 30
14 31
14 32
14 33
14 34
15 34
16 34
17 34
18 34
19 34
20 34
21 34
22 34
22 35
22 36
22 37
22 38
22 39
22 40
21 40
20 40

# net 13
20 16
21 16
22 16
23 16
24 16
25 16
26 16
27 16
28 16
29 16
30 16
31 16
32 16
33 16
34 16
35 16
36 16
37 16
38 16
39 16
39 17
39 18
39 19
39 20
39 21
39 22
39 23
40 23

# net 32
34 38
33 38
32 38
31 38
30 38
29 38
28 38
27 38
26 38
25 38
24 38
24 37
24 36
24 35
24 34
24 33
24 32
24 31
24 30
24 29
24 28
24 27
24 26
24 25
24 24
24 23
24 22
24 21

# net 45
27 41
26 41
25 41
24 41
23 41
23 40
23 39
23 38
23 37
23 36
23 35
23 34
23 33
23 32
23 31
23 30
23 29
23 28
23 27
22 27
21 27
20 27
20 26
20 25
20 24
20 23
20 22

# net 35
44 26
43 26
42 26
41 26
40 26
39 26
38 26
37 26
36 26
35 26
34 26
33 26
32 26
31 26
30 26
29 26
28 26
27 26
26 26
25 26
25 27
25 28
25 29
25 30
25 31
25 32

# net 20
42 5
42 6
42 7
42 8
42 9
42 10
42 11
42 12
42 13
42 14
41 14
41 15
41 16
41 17
41 18
41 19
41 20
41 21
42 21
43 21
44 21
45 21
45 22
45 23
45 24
45 25
45 26
45 27
44 27
43 27
42 27
41 27

# net 48
23 52
23 53
24 53
25 53
26 53
27 53
28 53
29 53
30 53
31 53
32 53
33 53
34 53
35 53
36 53
37 53
38 53
39 53
40 53
41 53
42 53
43 53
44 53

# net 28
2 36
3 36
4 36
5 36
6 36
7 36
8 36
9 36
10 36
11 36
11 37
11 38
11 39
11 40
11 41
11 42
11 43
11 44
11 45
12 45

# net 39
0 35
1 35
2 35
3 35
4 35
5 35
6 35
7 35
8 35
9 35
10 35
11 35
11 34
11 33
11 32
11 31
11 30
11 29
11 28

# net 31
23 15
23 14
23 13
24 13
25 13
26 13
27 13
28 13
29 13
30 13
31 13
32 13
33 13
34 13
35 13
36 13
37 13
38 13
39 13

# net 14
37 19
37 18
36 18
35 18
34 18
33 18
32 18
31 18
30 18
29 18
28 18
27 18
26 18
25 18
24 18
23 18
22 18
21 18
20 18

# net 42
44 31
43 31
42 31
41 31
40 31
39 31
38 31
37 31
36 31
35 31
34 31
33 31
33 32
33 33
33 34
33 35
33 36
33 37

# net 21
5 9
5 8
5 7
5 6
5 5
5 4
6 4
7 4
8 4
9 4
10 4
11 4
12 4
12 3
12 2
12 1
12 0

# net 30
47 26
48 26
49 26
50 26
51 26
52 26
53 26
54 26
55 26
56 26
56 25
56 24
57 24
58 24
58 23

# net 5
52 22
52 21
52 20
52 19
52 18
52 17
52 16
52 15
52 14
52 13
52 12
52 11
52 10
53 10
54 10

# net 11
6 30
5 30
4 30
3 30
3 29
3 28
3 27
3 26
3 25
3 24
3 23
2 23
1 23
0 23

# net 22
40 38
41 38
42 38
43 38
43 39
43 40
43 41
43 42
43 43
43 44
43 45
43 46

# net 33
10 33
9 33
8 33
7 33
6 33
5 33
5 34
4 34
4 35
4 36

# net 38
33 37
33 38
33 39
33 40
33 41
33 42
33 43
32 43
31 43

# net 17
17 32
16 32
16 31
16 30
16 29
15 29
14 29

